"Genus...1","sp.","subsp....3","Flora Alpina ID","Genus...5","species","subsp....7","Genus...8","Name (Euro+Med)","Collector's ID","Next collection","Leaf","Seed","Cap","Photo","Herb","~2C","n individuals","Repr mode","2C (final)","SD","PLT","SDT","...24"
"68","5","2","124.68.5.2","Centaurea","scabiosa","alpestris",NA,"Centaurea scabiosa subsp. alpestris","Luca Pegoraro CH-114",NA,"X",NA,"X","X","X","5.22","12",NA,NA,NA,NA,NA,NA
"68","5","2","124.68.5.2","Centaurea","scabiosa","alpestris",NA,"Centaurea scabiosa subsp. alpestris","Oriane Hidalgo (HB Lautaret)",NA,"X",NA,"X","X",NA,"3.83","6",NA,"4.00","0.04","3.31","2.31",NA
"68","5","3","124.68.5.3","Centaurea","scabiosa","badensis",NA,"Centaurea scabiosa subsp. badensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","5","4","124.68.5.4","Centaurea","scabiosa","fritschii",NA,"Centaurea scabiosa subsp. fritschii","Manica Balant 19","LJUBJANA","X",NA,"X","X","X",NA,NA,NA,"3.74","0.01","3.36","2.52",NA
"68","5","5","124.68.5.5","Centaurea","scabiosa","grinensis",NA,"Centaurea scabiosa subsp. grinensis","Luca pegoraro CH-36",NA,"X",NA,NA,NA,NA,"3.74/5.56","3",NA,"3.68","0.06","2.77","2.82",NA
"68","5","5","124.68.5.5","Centaurea","scabiosa","grinensis",NA,"Centaurea scabiosa subsp. grinensis","Luca Pegoraro CH-46",NA,"X","X","X","X","X","4.02","10","Sexual",NA,NA,NA,NA,NA
"68","5","1","124.68.5.1","Centaurea","scabiosa","scabiosa",NA,"Centaurea scabiosa subsp. scabiosa","ALPS-337",NA,"X","X",NA,NA,NA,"10.94",NA,NA,NA,NA,NA,NA,NA
"68","5","1","124.68.5.1","Centaurea","scabiosa","scabiosa",NA,"Centaurea scabiosa subsp. scabiosa","Luca Pegoraro FR-399",NA,"X",NA,"X","X","X","7.44","20",NA,NA,NA,NA,NA,NA
"68","5","1","124.68.5.1","Centaurea","scabiosa","scabiosa",NA,"Centaurea scabiosa subsp. scabiosa","OH 491 (check FCM, notebook 4)",NA,"X",NA,"X","X","X","3.79","2",NA,NA,NA,NA,NA,NA
"68","13","0","124.68.13.0","Centaurea","solstitialis",NA,NA,"Centaurea solstitialis",NA,"CATALUNYA/NIMES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","0","0","124.68","Centaurea","sp.",NA,NA,"Centaurea sp.","ALPS-164",NA,"X","X",NA,NA,NA,"2.57",NA,NA,NA,NA,NA,NA,NA
"68","8","0","124.68.8.0","Centaurea","stoebe",NA,NA,"Centaurea stoebe","Maarten Christenhusz USA 07-2017",NA,"X","X","X","X","X","3.19",NA,NA,"3.19","0.01","3.16","2.90",NA
"68","16","5","124.68.16.5","Centaurea","jacea","subjacea",NA,"Centaurea subjacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","20","0","124.68.20.0","Centaurea","thuillieri",NA,NA,"Centaurea thuillieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-10",NA,"X",NA,NA,NA,NA,"2.25",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-15",NA,"X","X",NA,NA,NA,"2.25",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-211",NA,"X","X",NA,NA,"X","2.29",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-22",NA,"X",NA,"X",NA,NA,"2.24",NA,NA,"2.33","0.04","2.00","2.22",NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-242",NA,"X","X",NA,NA,"X","2.26",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-273",NA,"X",NA,NA,NA,"X","2.25",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-308",NA,"X","X",NA,NA,NA,"2.26",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-331",NA,"X",NA,"X","X","X","2.32",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-331",NA,"X",NA,NA,NA,NA,"2.33",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-39",NA,"X",NA,NA,NA,NA,"2.26",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-5",NA,"X",NA,NA,NA,"X","2.26",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-54",NA,"X",NA,NA,NA,NA,"2.28",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","ALPS-66",NA,"X",NA,NA,NA,NA,"2.23",NA,NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","Luca Pegoraro FR-676",NA,"X",NA,NA,NA,NA,"2.42","4",NA,NA,NA,NA,NA,NA
"68","24","0","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","Oriane Hidalgo 293 HB Lautaret",NA,NA,"X","X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","24","1","124.68.24.0","Centaurea","uniflora",NA,NA,"Centaurea uniflora","FR-389",NA,"X",NA,NA,"X","X","2.33","30",NA,NA,NA,NA,NA,NA
"68","9","0","124.68.9.0","Centaurea","valesiaca",NA,NA,"Centaurea valesiaca","CH-142",NA,"X","X","X","X","X","1.99","4","Fail?","1.97","0.03","2.91","2.11",NA
"94","2","0","124.94.2.0","Chondrilla","chondrilloides",NA,"28","Chondrilla chondrilloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","1","0","124.94.1.0","Chondrilla","juncea",NA,NA,"Chondrilla juncea","CH-133",NA,"X","X","X","X","X","3.37","9","Apomictic?",NA,NA,NA,NA,NA
"94","1","0","124.94.1.0","Chondrilla","juncea",NA,NA,"Chondrilla juncea","Oriane Hidalgo 345 (Hautes-Alpes, France)",NA,"X","X","X","X","X",NA,NA,NA,"4.42","0.03","3.66","2.11",NA
"94","1","0","124.94.1.0","Chondrilla","juncea",NA,NA,"Chondrilla juncea","Oriane Hidalgo 516",NA,NA,"X",NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"74","2","0","124.74.2.0","Cichorium","endivia",NA,"29","Cichorium endivia",NA,"CATALUNYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","1","0","124.74.1.0","Cichorium","intybus",NA,NA,"Cichorium intybus","Oriane Hidalgo 265 (France, Gard)",NA,"X",NA,"X",NA,"X","3.22",NA,NA,"3.22","0.12","2.44","1.72",NA
"74","1","0","124.74.1.0","Cichorium","intybus",NA,NA,"Cichorium intybus","RBGK s.n.",NA,NA,NA,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,NA,"Cirsium acaulon","ALPS-169",NA,"X",NA,NA,NA,NA,"2.66",NA,NA,NA,NA,NA,NA,NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,NA,"Cirsium acaulon","ALPS-188",NA,"X",NA,NA,NA,NA,"2.71",NA,NA,NA,NA,NA,NA,NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,"30","Cirsium acaulon","ALPS-198",NA,"X",NA,"X",NA,NA,"2.66",NA,"Sexual","2.77","0.01","3.67","2.71",NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,NA,"Cirsium acaulon","ALPS-249",NA,"X","X",NA,NA,NA,"2.62",NA,NA,NA,NA,NA,NA,NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,NA,"Cirsium acaulon","ALPS-3",NA,"X",NA,NA,NA,"X","2.73",NA,NA,NA,NA,NA,NA,NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,NA,"Cirsium acaulon","ALPS-320",NA,"X",NA,NA,NA,NA,"2.64",NA,NA,NA,NA,NA,NA,NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,NA,"Cirsium acaulon","ALPS-332",NA,"X",NA,NA,NA,NA,"2.71",NA,NA,NA,NA,NA,NA,NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,NA,"Cirsium acaulon","ALPS-50",NA,"X",NA,NA,NA,NA,"2.80",NA,NA,NA,NA,NA,NA,NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,NA,"Cirsium acaulon","ALPS-65",NA,"X",NA,NA,NA,NA,"2.73",NA,NA,NA,NA,NA,NA,NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,NA,"Cirsium acaulon","FR-617",NA,"X",NA,"X","X",NA,"2.79","4","Sexual",NA,NA,NA,NA,NA
"61","13","0","124.61.13.0","Cirsium","acaule",NA,NA,"Cirsium acaulon","MB 107",NA,"X",NA,NA,NA,NA,"2.77","3",NA,NA,NA,NA,NA,NA
"61","7","0","124.61.7.0","Cirsium","montanum",NA,NA,"Cirsium alsophilum","FR-585, JB Lautaret",NA,"X","X","X","X","X","2.43","4","Sexual",NA,NA,NA,NA,NA
"61","7","0","124.61.7.0","Cirsium","montanum",NA,NA,"Cirsium alsophilum","Luca Pegoraro FR-701",NA,"X",NA,NA,NA,NA,"2.35","11","Sexual",NA,NA,NA,NA,NA
"61","7","0","124.61.7.0","Cirsium","montanum",NA,NA,"Cirsium alsophilum","Luca Pegoraro IT-54",NA,"X","X","X","X","X","2.62","15","Sexual","2.73","0.05","3.21","2.46",NA
"61","19","0","124.61.19.0","Cirsium","arvense",NA,NA,"Cirsium arvense","ALPS-1a",NA,"X",NA,NA,NA,NA,"3.01",NA,NA,NA,NA,NA,NA,NA
"61","19","0","124.61.19.0","Cirsium","arvense",NA,NA,"Cirsium arvense","ALPS-227",NA,"X",NA,NA,NA,NA,"3.16",NA,NA,NA,NA,NA,NA,NA
"61","19","0","124.61.19.0","Cirsium","arvense",NA,NA,"Cirsium arvense","FR-423",NA,NA,"X",NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"61","19","0","124.61.19.0","Cirsium","arvense",NA,NA,"Cirsium arvense","GR 559",NA,"X",NA,NA,NA,"X","6.81",NA,NA,"6.81","0.02","2.70","3.23",NA
"61","19","0","124.61.19.0","Cirsium","arvense",NA,NA,"Cirsium arvense","Luca Pegoraro A-2",NA,"X",NA,NA,NA,NA,"2.95","2",NA,"3.00","0.01","2.54","2.15",NA
"61","19","0","124.61.19.0","Cirsium","arvense",NA,NA,"Cirsium arvense","Luca Pegoraro A-56",NA,"X",NA,NA,NA,NA,"3.18","7",NA,NA,NA,NA,NA,NA
"61","19","0","124.61.19.0","Cirsium","arvense",NA,NA,"Cirsium arvense","Luca Pegoraro IT-37",NA,"X","X",NA,NA,"X",NA,NA,"Sexual",NA,NA,NA,NA,NA
"61","19","0","124.61.19.0","Cirsium","arvense",NA,NA,"Cirsium arvense","Luca Pegoraro IT-65",NA,"X",NA,NA,NA,NA,"3.08","65",NA,NA,NA,NA,NA,NA
"61","19","0","124.61.19.0","Cirsium","arvense",NA,NA,"Cirsium arvense","Oriane Hidalgo 328 (HB Lautaret-wild)","NIMES",NA,NA,"X","X","X",NA,NA,NA,NA,NA,NA,NA,NA
"61","19","0","124.61.19.0","Cirsium","arvense",NA,NA,"Cirsium arvense","Oriane Hidalgo 455",NA,"X",NA,"X","X","X",NA,NA,NA,"3.07","0.01","2.72","1.97",NA
"61","16","0","124.61.16.0","Cirsium","canum",NA,NA,"Cirsium canum","CZ-1",NA,"X",NA,NA,NA,NA,NA,NA,NA,"2.44","0.01","2.88","2.66",NA
"61","10","0","124.61.10.0","Cirsium","carniolicum",NA,NA,"Cirsium carniolicum","MB 103",NA,NA,"X",NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"61","10","0","124.61.10.0","Cirsium","carniolicum",NA,NA,"Cirsium carniolicum","Oriane Hidalgo (HB Lautaret), FR-591",NA,"X","X","X","X","X","2.58",NA,"Sexual","2.61","0.02","2.79","2.01",NA
"61","10","0","124.61.10.0","Cirsium","carniolicum",NA,NA,"Cirsium carniolicum subsp. carniolicum","Luca Pegoraro A-24",NA,"X",NA,NA,NA,NA,"2.44","3",NA,"2.39","0.01","2.50","2.35",NA
"61","3","1","124.61.3.1","Cirsium","eriophorum","eriophorum",NA,"Cirsium eriophorum",NA,"CATALUNYA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","3","0","124.61.3.0","Cirsium","eriophorum","ind",NA,"Cirsium eriophorum","ALPS-245",NA,"X",NA,NA,NA,NA,"3.77",NA,NA,NA,NA,NA,NA,NA
"61","3","0","124.61.3.0","Cirsium","eriophorum","ind",NA,"Cirsium eriophorum","FR-611, Briançon",NA,"X",NA,"X","X","X",NA,NA,NA,"3.79","0.03","2.58","2.23",NA
"61","3","0","124.61.3.0","Cirsium","eriophorum","ind",NA,"Cirsium eriophorum","FR-618",NA,"X",NA,NA,NA,NA,"3.76","9","Sexual",NA,NA,NA,NA,NA
"61","3","0","124.61.3.0","Cirsium","eriophorum","ind",NA,"Cirsium eriophorum","Luca Pegoraro A-62",NA,"X",NA,NA,NA,"X","2.37","6",NA,NA,NA,NA,NA,NA
"61","3","0","124.61.3.0","Cirsium","eriophorum","ind",NA,"Cirsium eriophorum","Luca Pegoraro CH-97",NA,"X",NA,NA,"X",NA,NA,NA,NA,"3.79","0.01","2.70","2.72",NA
"61","3","0","124.61.3.0","Cirsium","eriophorum","ind",NA,"Cirsium eriophorum","MB 115",NA,"X",NA,NA,NA,NA,"3.79","2",NA,NA,NA,NA,NA,NA
"61","8","0","124.61.8.0","Cirsium","erisithales",NA,NA,"Cirsium erisithales","Luca Pegoraro A-23",NA,"X","X",NA,NA,NA,"2.41","10","Sexual","2.44","0.01","2.29","2.05",NA
"61","8","0","124.61.8.0","Cirsium","erisithales",NA,NA,"Cirsium erisithales","Luca Pegoraro A-61",NA,"X",NA,NA,NA,NA,"2.63","6",NA,NA,NA,NA,NA,NA
"61","8","0","124.61.8.0","Cirsium","erisithales",NA,NA,"Cirsium erisithales","Luca Pegoraro A-98",NA,"X",NA,NA,NA,NA,"2.58","4",NA,NA,NA,NA,NA,NA
"61","8","0","124.61.8.0","Cirsium","erisithales",NA,NA,"Cirsium erisithales","Luca Pegoraro CH-37","CATALUNYA","X",NA,"X","X","X","2.56","7",NA,"2.56","0.03","4.03","3.43",NA
"61","8","0","124.61.8.0","Cirsium","erisithales",NA,NA,"Cirsium erisithales","Manica Balant 3",NA,"X",NA,"X","X","X",NA,NA,"Sexual","2.43","0.01","2.70","2.01",NA
"61","8","0","124.61.8.0","Cirsium","erisithales",NA,NA,"Cirsium erisithales","Manica Balant 50/OH 479",NA,"X",NA,"X","X","X","2.42",NA,NA,NA,NA,NA,NA,NA
"61","1","0","124.61.1.0","Cirsium","ferox",NA,NA,"Cirsium ferox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","14","0","124.61.14.0","Cirsium","helenioides",NA,NA,"Cirsium heterohyllum","FR-567, La Grave",NA,"X","X","X","X","X","2.50","11","Sexual","2.50","0.01","3.27","2.55",NA
"61","0","0","124.61","Cirsium","hybrid?",NA,NA,"Cirsium hybrid?","OH 467 (Slovenia)",NA,"X",NA,"X","X","X",NA,NA,NA,"2.84","0.01","3.44","2.53",NA
"61","17","0","124.61.17.0","Cirsium","monspessulanum",NA,NA,"Cirsium monspessulanum","ALPS-195",NA,"X","X","X",NA,"X","2.30",NA,NA,"2.40","0.01","4.42","2.46",NA
"61","17","0","124.61.17.0","Cirsium","monspessulanum",NA,NA,"Cirsium monspessulanum","ALPS-351",NA,"X","X",NA,NA,"X","2.29",NA,NA,NA,NA,NA,NA,NA
"61","17","0","124.61.17.0","Cirsium","monspessulanum",NA,NA,"Cirsium monspessulanum","FR-449",NA,"X","X","X","X","X","2.51","15","Sexual",NA,NA,NA,NA,NA
"61","17","0","124.61.17.0","Cirsium","monspessulanum",NA,NA,"Cirsium monspessulanum","FR-602",NA,"X",NA,NA,NA,NA,"2.47","6",NA,NA,NA,NA,NA,NA
"61","17","0","124.61.17.0","Cirsium","monspessulanum",NA,NA,"Cirsium monspessulanum","Oriane Hidalgo 456",NA,"X",NA,"X","X","X",NA,NA,NA,"2.34","0.01","2.74","2.35",NA
"61","2","0","124.61.2.0","Cirsium","morisianum",NA,NA,"Cirsium morisianum","FR-521",NA,"X",NA,"X","X","X",NA,NA,NA,"2.64","0.05","2.87","3.01",NA
"61","11","0","124.61.11.0","Cirsium","oleraceum",NA,NA,"Cirsium oleraceum","Luca Pegoraro A-105",NA,"X",NA,NA,NA,NA,"2.46","3",NA,NA,NA,NA,NA,NA
"61","11","0","124.61.11.0","Cirsium","oleraceum",NA,NA,"Cirsium oleraceum","Luca Pegoraro A-25",NA,"X","X","X","X","X","2.56","5","Sexual","2.55","0.01","2.13","2.00",NA
"61","11","0","124.61.11.0","Cirsium","oleraceum",NA,NA,"Cirsium oleraceum","Luca Pegoraro A-27",NA,"X",NA,"X","X","X","2.48","10",NA,"2.40","0.00","2.81","2.22",NA
"61","11","0","124.61.11.0","Cirsium","oleraceum",NA,NA,"Cirsium oleraceum","Luca Pegoraro A-55",NA,"X","X",NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"61","18","0","124.61.18.0","Cirsium","palustre",NA,NA,"Cirsium palustre","Luca Pegoraro CH-59",NA,"X","X","X","X","X",NA,NA,NA,"2.80","0.04","3.15","3.17",NA
"61","18","0","124.61.18.0","Cirsium","palustre",NA,NA,"Cirsium palustre","Luca Pegoraro CH-72",NA,"X",NA,NA,NA,NA,NA,NA,NA,"2.92","0.03","3.34","2.40",NA
"61","15","0","124.61.15.0","Cirsium","pannonicum",NA,NA,"Cirsium pannonicum","Luca Pegoraro A-7",NA,"X","X",NA,NA,"X","2.64","10","Sexual","2.59","0.00","2.69","2.18",NA
"61","15","0","124.61.15.0","Cirsium","pannonicum",NA,NA,"Cirsium pannonicum","Luca Pegoraro IT-34",NA,"X","X",NA,NA,"X","2.42",NA,NA,"2.47","0.00","3.14","2.83",NA
"61","15","0","124.61.15.0","Cirsium","pannonicum",NA,NA,"Cirsium pannonicum","Luca Pegoraro IT-53",NA,"X",NA,NA,NA,NA,"2.56","15",NA,NA,NA,NA,NA,NA
"61","15","0","124.61.15.0","Cirsium","pannonicum",NA,NA,"Cirsium pannonicum","Manica Balant 20",NA,"X",NA,"X","X","X",NA,NA,NA,"2.51","0.00","3.55","3.04",NA
"61","6","0","124.61.6.0","Cirsium","rivulare",NA,NA,"Cirsium rivulare","Luca Pegoraro A-28","CATALUNYA","X","X","X","X","X","2.49","10","Sexual","2.50","0.00","3.08","2.43",NA
"61","0","0","124.61","Cirsium","sp.",NA,NA,"Cirsium sp.","ALPS-14b",NA,"X",NA,NA,NA,NA,"3.86",NA,NA,NA,NA,NA,NA,NA
"61","0","0","124.61","Cirsium","sp.",NA,NA,"Cirsium sp.","ALPS-202",NA,"X",NA,NA,NA,NA,"2.28",NA,NA,NA,NA,NA,NA,NA
"61","0","0","124.61","Cirsium","sp.",NA,NA,"Cirsium sp.","Manica Balant 21",NA,"X",NA,"X","X","X",NA,NA,NA,"2.65","0.01","3.26","2.71",NA
"61","3","2","124.61.3.2","Cirsium","eriophorum","spathulatum",NA,"Cirsium spathulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","12","0","124.61.12.0","Cirsium","spinosissimum",NA,NA,"Cirsium spinosissimum","ALPS-282",NA,"X","X",NA,NA,"X","2.65",NA,NA,NA,NA,NA,NA,NA
"61","12","0","124.61.12.0","Cirsium","spinosissimum",NA,NA,"Cirsium spinosissimum","FR-457",NA,"X",NA,NA,NA,NA,"2.49","4",NA,NA,NA,NA,NA,NA
"61","12","0","124.61.12.0","Cirsium","spinosissimum",NA,NA,"Cirsium spinosissimum","FR-643",NA,"X",NA,NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"61","12","0","124.61.12.0","Cirsium","spinosissimum",NA,NA,"Cirsium spinosissimum","Luca Pegoraro FR-651",NA,"X",NA,NA,NA,NA,"2.71","8","Sexual",NA,NA,NA,NA,NA
"61","12","0","124.61.12.0","Cirsium","spinosissimum",NA,NA,"Cirsium spinosissimum","MB 88",NA,"X","X",NA,NA,NA,"7.84","3",NA,NA,NA,NA,NA,NA
"61","12","0","124.61.12.0","Cirsium","spinosissimum",NA,NA,"Cirsium spinosissimum","Roland Douzet 07-07-2017 (Galibier)",NA,"X",NA,"X","X","X","2.53",NA,NA,"2.63","0.02","2.09","3.30",NA
"61","5","0","124.61.5.0","Cirsium","tuberosum",NA,NA,"Cirsium tuberosum","FR-525",NA,"X","X","X","X","X","2.80","7","Sexual","2.72","0.02","5.00","3.35",NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","ALPS-113",NA,"X",NA,NA,NA,NA,"2.18",NA,NA,NA,NA,NA,NA,NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","ALPS-114",NA,"X",NA,NA,NA,NA,"2.15",NA,NA,NA,NA,NA,NA,NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","ALPS-128",NA,"X",NA,NA,NA,NA,"2.18",NA,NA,NA,NA,NA,NA,NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","ALPS-199",NA,"X",NA,NA,NA,"X","3.44",NA,NA,NA,NA,NA,NA,NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","ALPS-75a",NA,"X",NA,NA,NA,NA,"2.12",NA,NA,NA,NA,NA,NA,NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","ALPS-77","NIMES","X",NA,NA,NA,NA,"2.19",NA,NA,NA,NA,NA,NA,NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","ALPS-96",NA,NA,NA,NA,NA,NA,"2.21",NA,NA,NA,NA,NA,NA,NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","FR-524",NA,"X","X","X","X","X","2.76","6","Sexual",NA,NA,NA,NA,NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","Luca Pegoraro CH-99",NA,"X",NA,NA,NA,NA,"3.54","6",NA,NA,NA,NA,NA,NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","MB 91",NA,NA,"X",NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"61","4","0","124.61.4.0","Cirsium","vulgare",NA,NA,"Cirsium vulgare","Oriane Hidalgo 263 (France, Gard)",NA,"X",NA,"X",NA,"X","5.71",NA,NA,"5.71","0.01","1.95","2.41",NA
"61","9","0","124.61.9.0","Cirsium","waldsteinii",NA,NA,"Cirsium waldesteinii","Manica Balant 54/OH 477",NA,"X",NA,"X","X","X",NA,NA,NA,"2.54","0.01","2.41","2.21",NA
"61","0","0","124.61","Cirsium","waldsteinii x erisithales",NA,NA,"Cirsium waldesteinii x erisithales","Manica Balant 49/OH 478",NA,"X",NA,"X","X","X",NA,NA,NA,"2.44","0.01","3.73","2.92",NA
"38","1","0","124.38.1.0","Coleostephus","myconis",NA,"31","Coleostephus myconis",NA,"SUD FRANCE (JUIN)/GARD(4-6)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","9","0","124.30.9.0","Anthemis","altissima",NA,"32","Cota altissima",NA,"CATALUNYA/GARD (4-7)NIMES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","11","0","124.30.11.0","Anthemis","austriaca",NA,NA,"Cota austriaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","10","0","124.30.10.0","Anthemis","segetalis",NA,NA,"Cota segetalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","7","1","124.30.7.1","Anthemis","tinctoria","tinctoria",NA,"Cota tinctoria subsp. tinctoria","CH-165",NA,"X","X",NA,NA,NA,"9.71","4",NA,NA,NA,NA,NA,NA
"30","7","1","124.30.7.1","Anthemis","tinctoria","tinctoria",NA,"Cota tinctoria subsp. tinctoria","FR-608",NA,"X",NA,NA,NA,NA,"9.71",NA,"Sexual","9.71","0.02","2.57","3.02",NA
"30","7","1","124.30.7.1","Anthemis","tinctoria","tinctoria",NA,"Cota tinctoria subsp. tinctoria","FR-624",NA,"X",NA,"X","X",NA,"9.79",NA,"Sexual",NA,NA,NA,NA,NA
"30","7","1","124.30.7.1","Anthemis","tinctoria","tinctoria",NA,"Cota tinctoria subsp. tinctoria","JB Lautaret",NA,"X",NA,NA,NA,NA,"9.50","8",NA,NA,NA,NA,NA,NA
"30","7","1","124.30.7.1","Anthemis","tinctoria","tinctoria",NA,"Cota tinctoria subsp. tinctoria","Luca Pegoraro A-47",NA,"X",NA,NA,NA,NA,"10.15","10",NA,NA,NA,NA,NA,NA
"30","7","1","124.30.7.1","Anthemis","tinctoria","tinctoria",NA,"Cota tinctoria subsp. tinctoria","RBGK 2001-1966",NA,"X",NA,"X","X",NA,"9.72",NA,NA,"9.72","0.05","2.50","2.53",NA
"30","8","0","124.30.8.0","Anthemis","triumfettii",NA,NA,"Cota triumfettii","Luca Pegoraro CH-75",NA,"X","X","X","X","X","11.82",NA,"Sexual","11.82","0.05","1.81","2.17",NA
"30","8","0","124.30.8.0","Anthemis","triumfettii",NA,NA,"Cota triumfettii","RBGK 1979-4599","CATALUNYA","X",NA,"X","X",NA,"9.67",NA,NA,"9.67","0.02","1.62","1.94",NA
"97","13","0","124.97.13.0","Crepis","albida",NA,NA,"Crepis albida","Oriane Hidalgo 340 (Hautes-Alpes, France)",NA,"X",NA,NA,NA,NA,"6.83",NA,NA,"6.83","0.07","2.24","1.69",NA
"97","13","0","124.97.13.0","Crepis","albida",NA,"33","Crepis albida","Oriane Hidalgo 380 (France, Herault)",NA,"X",NA,"X","X","X",NA,NA,NA,"6.87","0.08","4.37","3.49",NA
"97","12","0","124.97.12.0","Crepis","alpestris",NA,NA,"Crepis alpestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","7","0","124.97.7.0","Crepis","aurea",NA,NA,"Crepis aurea","FR-546, Galibier",NA,"X",NA,"X","X","X","4.09",NA,NA,"4.09","0.01","3.27","2.56",NA
"97","7","0","124.97.7.0","Crepis","aurea",NA,NA,"Crepis aurea","Luca Pegoraro A-89",NA,"X",NA,NA,NA,"X","4.64 / 6.70","3",NA,NA,NA,NA,NA,NA
