"Genus...1","sp.","subsp....3","Flora Alpina ID","Genus...5","species","subsp....7","Genus...8","Name (Euro+Med)","Collector's ID","Next collection","Leaf","Seed","Cap","Photo","Herb","~2C","n individuals","Repr mode","2C (final)","SD","PLT","SDT","...24"
"31","22","0","124.31.22.0","Achillea","ageratum",NA,"1","Achillea ageratum","FR-609",NA,"X","X","X","X","X","6.49",NA,NA,"6.49","0.00","2.79","3.01",NA
"31","14","0","124.31.14.0","Achillea","aspleniifolia",NA,NA,"Achillea aspleniifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","4","0","124.31.4.0","Achillea","atrata",NA,NA,"Achillea atrata","Luca Pegoraro A-117",NA,"X",NA,NA,NA,NA,NA,NA,NA,"6.66","0.05","4.97","4.04",NA
"31","4","0","124.31.4.0","Achillea","atrata",NA,NA,"Achillea atrata","Luca Pegoraro A-74",NA,"X",NA,"X","X","X","6.75","5",NA,NA,NA,NA,NA,NA
"31","4","0","124.31.4.0","Achillea","atrata",NA,NA,"Achillea atrata","MB 87",NA,"X",NA,"X","X","X",NA,NA,NA,"6.86","0.00","2.54","2.40",NA
"31","4","0","124.31.4.0","Achillea","atrata",NA,NA,"Achillea atrata","Oriane Hidalgo (HB Lautaret)",NA,"X","X","X","X","X","6.79",NA,NA,"6.79","0.04","1.51","2.30",NA
"31","6","0","124.31.6.0","Achillea","clavennae",NA,NA,"Achillea clavennae","FR-592",NA,"X",NA,"X","X","X","18.65",NA,NA,"18.65","0.01","2.66","3.04",NA
"31","6","0","124.31.6.0","Achillea","clavennae",NA,NA,"Achillea clavennae","IT-102",NA,"X",NA,NA,NA,NA,"7.61","7",NA,NA,NA,NA,NA,NA
"31","6","0","124.31.6.0","Achillea","clavennae",NA,NA,"Achillea clavennae","Luca Pegoraro A-127",NA,"X","X",NA,NA,NA,"7.52","12","Sexual",NA,NA,NA,NA,NA
"31","6","0","124.31.6.0","Achillea","clavennae",NA,NA,"Achillea clavennae","Luca Pegoraro A-18",NA,"X",NA,"X","X","X","7.94","10",NA,"7.74","0.08","2.33","1.75",NA
"31","6","0","124.31.6.0","Achillea","clavennae",NA,NA,"Achillea clavennae","Luca Pegoraro A-34",NA,"X",NA,NA,NA,NA,"7.59","5",NA,"7.48","0.10","2.51","2.28",NA
"31","6","0","124.31.6.0","Achillea","clavennae",NA,NA,"Achillea clavennae","Luca Pegoraro A-71",NA,"X",NA,NA,NA,"X","7.43","11",NA,NA,NA,NA,NA,NA
"31","6","0","124.31.6.0","Achillea","clavennae",NA,NA,"Achillea clavennae","Luca Pegoraro CH-61",NA,"X",NA,NA,NA,NA,"7.81","9",NA,NA,NA,NA,NA,NA
"31","6","0","124.31.6.0","Achillea","clavennae",NA,NA,"Achillea clavennae","Manica Balant 13",NA,"X",NA,"?","X","X","7.40",NA,NA,"7.40","0.02","2.31","1.99",NA
"31","5","0","124.31.5.0","Achillea","clusiana",NA,NA,"Achillea clusiana","Oriane Hidalgo (HB Lautaret)",NA,"X","X","X","X","X","6.86",NA,NA,"6.86","0.06","2.16","2.39",NA
"31","17","0","124.31.17.0","Achillea","collina",NA,NA,"Achillea collina","HB Lautaret August",NA,"X",NA,NA,NA,NA,"11.13",NA,NA,"11.13","0.10","2.64","3.11",NA
"31","9","0","124.31.9.0","Achillea","distans",NA,NA,"Achillea distans","CH-172; double check FCM!",NA,"X","X","X","X","X",NA,NA,NA,"4.54","0.02","2.19","2.51",NA
"31","9","0","124.31.9.0","Achillea","distans",NA,NA,"Achillea distans","CH-172; double check FCM!",NA,"X","X","X","X","X","19.17","8","Fail?","18.75","0.28","6.01","6.43",NA
"31","9","0","124.31.9.0","Achillea","distans",NA,NA,"Achillea distans","Luca Pegoraro CH-53",NA,"X","X","X","X","X","7.60",NA,NA,"7.60","0.02","2.74","1.95",NA
"31","9","0","124.31.9.0","Achillea","distans",NA,NA,"Achillea distans","Oriane Hidalgo 338 (HB Lautaret)",NA,"X",NA,"X","X","X","15.59",NA,NA,"15.59","0.09","2.89","2.71",NA
"31","10","0","124.31.10.0","Achillea","stricta",NA,NA,"Achillea distans subsp. stricta","Oriane Hidalgo 339 (HB Lautaret)",NA,"X",NA,"X","X",NA,"15.73",NA,NA,"15.73","0.00","2.77","2.52",NA
"31","9","0","124.31.9.0","Achillea","distans","tanacetifolia",NA,"Achillea distans subsp. tanacetifolia","Rolland Douzet 08-07-2017",NA,"X",NA,"X","X","X","11.26",NA,NA,"11.26","0.04","2.32","2.14",NA
"31","2","1","124.31.2.1","Achillea","erba-rotta","erba-rotta",NA,"Achillea erba-rotta subsp. erba-rotta","FR-503",NA,"X","X","X","X","X","8.37","25",NA,"8.37","0.09","2.90","3.10",NA
"31","2","1","124.31.2.1","Achillea","erba-rotta","erba-rotta",NA,"Achillea erba-rotta subsp. erba-rotta","FR-673",NA,"X",NA,NA,NA,NA,"7.99","6","Sexual",NA,NA,NA,NA,NA
"31","2","3","124.31.2.3","Achillea","erba-rotta","ambigua",NA,"Achillea erba-rotta subsp. moschata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2","2","124.31.2.2","Achillea","erba-rotta","moschata",NA,"Achillea erba-rotta subsp. moschata","CH-173",NA,"X",NA,NA,NA,"X","7.55","2",NA,NA,NA,NA,NA,NA
"31","2","2","124.31.2.2","Achillea","erba-rotta","moschata",NA,"Achillea erba-rotta subsp. moschata","Luca Pegoraro CH-105",NA,"X",NA,NA,NA,"X","7.52","4",NA,NA,NA,NA,NA,NA
"31","2","2","124.31.2.2","Achillea","erba-rotta","moschata",NA,"Achillea erba-rotta subsp. moschata","Luca Pegoraro CH-122b",NA,"X",NA,"X","X","X",NA,NA,NA,NA,NA,NA,NA,NA
"31","2","2","124.31.2.2","Achillea","erba-rotta","moschata",NA,"Achillea erba-rotta subsp. moschata","Luca Pegoraro CH-128",NA,"X",NA,NA,NA,NA,NA,NA,NA,"7.54","0.00","1.89","1.83",NA
"31","2","2","124.31.2.2","Achillea","erba-rotta","moschata",NA,"Achillea erba-rotta subsp. moschata","Luca Pegoraro CH-94",NA,"X",NA,NA,NA,NA,"7.52","5",NA,NA,NA,NA,NA,NA
"31","0","0","124.31.22.0","Achillea","filipendulina",NA,NA,"Achillea filipendulina","Oriane Hidalgo 424",NA,"X",NA,"X","X","X","6.50",NA,NA,"6.50","0.01","2.28","2.12",NA
"31","7","0","124.31.7.0","Achillea","macrophylla",NA,NA,"Achillea macrophylla","Rolland Douzet 08-07-2017",NA,"X",NA,"X","X","X","7.69",NA,NA,"7.69","0.08","2.14","2.39",NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-0",NA,"X",NA,NA,NA,"X","15.91",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-102",NA,"X",NA,NA,NA,NA,"15.70",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-109",NA,"X",NA,NA,NA,NA,"16.04",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-133",NA,"X",NA,NA,NA,NA,"15.78",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-154",NA,"X","X",NA,NA,"X","15.95",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-167",NA,"X","X",NA,NA,NA,"15.90",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-16b",NA,"X",NA,NA,NA,NA,"15.82",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-180",NA,"X","X",NA,NA,NA,"15.77",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-182",NA,"X","X",NA,NA,NA,"15.60",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-19",NA,"X",NA,NA,NA,NA,"15.45",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-207",NA,"X",NA,NA,NA,NA,"15.64",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-208",NA,"X",NA,NA,NA,"X","15.61",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-226",NA,"X",NA,NA,NA,NA,"15.92",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-23",NA,"X",NA,NA,NA,NA,"15.91",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-236",NA,"X",NA,NA,NA,"X","15.50",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-253",NA,"X","X",NA,NA,NA,"15.41",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-291",NA,"X",NA,NA,NA,"X","15.25",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-305",NA,"X","X",NA,NA,NA,"15.74",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-323",NA,"X","X",NA,NA,"X","15.66",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-34",NA,"X",NA,NA,NA,NA,"15.82",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-41",NA,"X",NA,NA,NA,NA,"15.73",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-55",NA,"X",NA,NA,NA,NA,"15.82",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-63",NA,"X",NA,NA,NA,NA,"16.18",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","ALPS-81",NA,"X",NA,"X",NA,NA,"15.95",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","FR-491",NA,"X",NA,NA,NA,NA,"5.46","9",NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","FR-612",NA,NA,NA,NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","FR-668",NA,"X",NA,NA,NA,NA,"14.31","11",NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","GR 556",NA,"X",NA,NA,NA,NA,"15.95",NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","HB Lautaret 08-2017",NA,"X",NA,"X","X",NA,"19.60",NA,NA,"19.60","0.01","2.12","1.87",NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","Luca Pegoraro A-48",NA,"X",NA,NA,NA,NA,"11.48 / 15.93","9",NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","Luca Pegoraro A-5",NA,"X",NA,NA,NA,"X","10.89","10",NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","Luca Pegoraro A-58",NA,"X",NA,NA,NA,"X","15.62","6",NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","Luca Pegoraro IT-39",NA,"X",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","Luca Pegoraro IT-61",NA,"X",NA,NA,NA,"X","6.74","8",NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","Luca Pegoraro IT-67",NA,"X",NA,NA,NA,NA,"17.41","11",NA,NA,NA,NA,NA,NA
"31","11","0","124.31.11.0","Achillea","millefolium","ind",NA,"Achillea millefolium","RBGK 2014-526",NA,NA,NA,"X","X",NA,"15.97",NA,NA,"15.97","0.05","2.30","1.89",NA
"31","11","1","124.31.11.1","Achillea","millefolium","millefolium",NA,"Achillea millefolium subsp. millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","11","2","124.31.11.2","Achillea","millefolium","sudetica",NA,"Achillea millefolium subsp. sudetica","Luca Pegoraro A-77",NA,"X",NA,"X","X","X",NA,NA,NA,"15.86","0.05","2.53","2.03",NA
"31","11","2","124.31.11.2","Achillea","millefolium","sudetica",NA,"Achillea millefolium subsp. sudetica","Oriane Hidalgo 453",NA,"X",NA,"X","X","X","16.01",NA,NA,"16.01","0.02","1.85","1.64",NA
"31","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","CH-148",NA,"X","X",NA,NA,NA,"8.15","12",NA,NA,NA,NA,NA,NA
"31","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","FR-452",NA,"X",NA,"X","X","X","8.26","20",NA,NA,NA,NA,NA,NA
"31","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","FR-465",NA,"X","X",NA,NA,NA,"8.20","8",NA,NA,NA,NA,NA,NA
"31","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","FR-539, Galibier",NA,"X","X",NA,NA,"X","7.92","8","Sexual",NA,NA,NA,NA,NA
"31","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","FR-687",NA,"X",NA,NA,NA,NA,"7.75","6",NA,NA,NA,NA,NA,NA
"31","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","FR-706",NA,"X",NA,NA,NA,NA,"7.77","15",NA,NA,NA,NA,NA,NA
"31","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","Juri ALPS",NA,NA,NA,NA,NA,NA,"8.23",NA,NA,"8.23","0.08","2.19","2.45",NA
"31","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","Luca Pegoraro CH-104",NA,"X",NA,NA,NA,"X","8.15","10",NA,NA,NA,NA,NA,NA
"31","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","Luca Pegoraro CH-82",NA,"X",NA,NA,NA,NA,"8.20","5",NA,NA,NA,NA,NA,NA
"31","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","Luca Pegoraro FR-630",NA,"X",NA,NA,NA,NA,"7.82","11","Sexual",NA,NA,NA,NA,NA
"07-VII-2017","3","0","124.31.3.0","Achillea","nana",NA,NA,"Achillea nana","Rolland Douzet Galibier 07-07-2017",NA,"X",NA,"X","X","X","8.13",NA,"Sexual","8.13","0.02","2.30","2.08",NA
"31","19","0","124.31.19.0","Achillea","nobilis","ind",NA,"Achillea nana","CH-163",NA,"X","X","X","X","X","5.11","12","Sexual",NA,NA,NA,NA,NA
"31","19","2","124.31.19.2","Achillea","nobilis","neilreichii",NA,"Achillea nobilis subsp. neilreichii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","19","1","124.31.19.1","Achillea","nobilis","nobilis",NA,"Achillea nobilis subsp. nobilis","RBGK 1978-4907",NA,"X",NA,"X","X",NA,"5.53",NA,NA,"5.53","0.07","2.78","2.45",NA
"31","18","0","124.31.18.0","Achillea","odorata",NA,NA,"Achillea odorata","FR-440 = JP 110",NA,"X",NA,NA,"X","X","15.91",NA,NA,"15.91","0.07","2.62","2.74",NA
"31","1","0","124.31.1.0","Achillea","oxyloba",NA,NA,"Achillea oxyloba","FR-579, JB Lautaret",NA,"X",NA,"X","X","X","15.85",NA,NA,"15.85","0.02","2.91","3.00",NA
"31","1","0","124.31.1.0","Achillea","oxyloba",NA,NA,"Achillea oxyloba","Luca Pegoraro A-86",NA,"X",NA,"X","X","X",NA,NA,NA,"7.94","0.02","1.79","1.64",NA
"31","1","0","124.31.1.0","Achillea","oxyloba",NA,NA,"Achillea oxyloba","Luca Pegoraro A-93",NA,NA,"X",NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"31","12","0","124.31.12.0","Achillea","pannonica",NA,NA,"Achillea pannonica","Oriane Hidalgo (JBB)",NA,"X",NA,"X","X",NA,"11.08",NA,NA,"11.08","0.02","2.26","2.72",NA
"31","16","0","124.31.16.0","Achillea","pratensis",NA,NA,"Achillea pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","8","0","124.31.8.0","Achillea","ptarmica",NA,NA,"Achillea ptarmica","CH-136",NA,"X",NA,"X","X","X","7.43","2",NA,"7.09","0.04","2.85","2.89",NA
"31","8","0","124.31.8.0","Achillea","ptarmica",NA,NA,"Achillea ptarmica","Oriane Hidalgo (HB Lautaret)",NA,"X",NA,"X","X","X","7.36",NA,NA,"7.36","0.02","1.92","1.71",NA
"31","15","0","124.31.15.0","Achillea","roseoalba",NA,NA,"Achillea roseoalba","FR-510",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","15","0","124.31.15.0","Achillea","roseoalba",NA,NA,"Achillea roseoalba","Luca pegoraro CH-28",NA,"X",NA,"X","X","X","6.83","7",NA,"6.83","0.02","3.31","2.47",NA
"31","15","0","124.31.15.0","Achillea","roseoalba",NA,NA,"Achillea roseoalba","Luca pegoraro CH-57",NA,"X",NA,NA,NA,"X","5.33","9",NA,NA,NA,NA,NA,NA
"31","13","0","124.31.13.0","Achillea","setacea",NA,NA,"Achillea setacea","FR-610",NA,"X",NA,"X","X","X","11.35",NA,NA,"11.35","0.05","2.25","2.97",NA
"31","0","0","124.31","Achillea","sp.",NA,NA,"Achillea sp.","FR-405",NA,"X",NA,NA,NA,NA,"15.71",NA,NA,"15.71","0.01","2.62","2.85",NA
"31","21","0","124.31.21.0","Achillea","tomentosa",NA,NA,"Achillea tomentosa","Oriane Hidalgo 457 (HB Lautaret)","GARD (5-7)","X",NA,"X","X","X","12.90",NA,NA,"12.90","0.03","2.41","2.52",NA
"31","20","0","124.31.20.0","Achillea","virescens",NA,NA,"Achillea virescens",NA,"GARD (6-7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","1","0","124.44.1.0","Adenostyles","alliariae",NA,"2","Adenostyles alliariae","ALPS-110",NA,"X",NA,"X",NA,NA,"19.11",NA,NA,NA,NA,NA,NA,NA
"44","1","0","124.44.1.0","Adenostyles","alliariae",NA,NA,"Adenostyles alliariae","ALPS-136",NA,"X",NA,NA,NA,NA,"19.04",NA,NA,NA,NA,NA,NA,NA
"44","1","0","124.44.1.0","Adenostyles","alliariae",NA,NA,"Adenostyles alliariae","ALPS-203",NA,"X","X",NA,NA,"X","18.70",NA,NA,"18.70","0.04","1.93","1.96",NA
"44","1","0","124.44.1.0","Adenostyles","alliariae",NA,NA,"Adenostyles alliariae","ALPS-344a",NA,"X","X",NA,NA,"X","19.09",NA,NA,NA,NA,NA,NA,NA
"44","1","0","124.44.1.0","Adenostyles","alliariae",NA,NA,"Adenostyles alliariae","ALPS-52",NA,"X",NA,NA,NA,NA,"18.91",NA,NA,"18.91","0.06","2.13","1.96",NA
"44","1","0","124.44.1.0","Adenostyles","alliariae",NA,NA,"Adenostyles alliariae","FR-448",NA,"X","X",NA,"X","X","18.77","7",NA,NA,NA,NA,NA,NA
"44","1","0","124.44.1.0","Adenostyles","alliariae",NA,NA,"Adenostyles alliariae","FR-613",NA,NA,"X",NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"44","1","0","124.44.1.0","Adenostyles","alliariae",NA,NA,"Adenostyles alliariae","Luca Pegoraro A-96",NA,"X",NA,NA,NA,NA,"18.75","9",NA,NA,NA,NA,NA,NA
"44","1","0","124.44.1.0","Adenostyles","alliariae",NA,NA,"Adenostyles alliariae","Luca Pegoraro CH-56",NA,"X",NA,NA,NA,NA,"18.11",NA,NA,NA,NA,NA,NA,NA
"44","1","0","124.44.1.0","Adenostyles","alliariae",NA,NA,"Adenostyles alliariae","Manica Balant 51/OH 483",NA,"X",NA,"X","X","X","18.45","2",NA,NA,NA,NA,NA,NA
"44","2","0","124.44.2.0","Adenostyles","glabra",NA,NA,"Adenostyles alpina","ALPS-280",NA,"X","X",NA,NA,"X","19.40",NA,NA,NA,NA,NA,NA,NA
"44","2","0","124.44.2.0","Adenostyles","glabra",NA,NA,"Adenostyles alpina","FR-437 = JP 107",NA,NA,"X",NA,NA,NA,NA,NA,"Sexual",NA,NA,NA,NA,NA
"44","2","0","124.44.2.0","Adenostyles","glabra",NA,NA,"Adenostyles alpina","FR-518",NA,"X",NA,"X","X","X","18.78","3",NA,"18.78","0.04","3.63","2.33",NA
"44","2","0","124.44.2.0","Adenostyles","glabra",NA,NA,"Adenostyles alpina","Manica Balant 53/OH 484",NA,"X",NA,"X","X","X","18.88","3",NA,NA,NA,NA,NA,NA
"44","3","0","124.44.3.0","Adenostyles","leucophylla",NA,NA,"Adenostyles leucophylla","ALPS-290",NA,"X","X","X",NA,"X","21.02",NA,NA,"21.02","0.11","3.37","3.08",NA
"44","3","0","124.44.3.0","Adenostyles","leucophylla",NA,NA,"Adenostyles leucophylla","FR-513",NA,"X","X","X","X","X","18.46","7","Sexual",NA,NA,NA,NA,NA
"44","3","0","124.44.3.0","Adenostyles","leucophylla",NA,NA,"Adenostyles leucophylla","FR-544, Galibier",NA,"X",NA,NA,NA,NA,"18.47",NA,NA,NA,NA,NA,NA,NA
"44","3","0","124.44.3.0","Adenostyles","leucophylla",NA,NA,"Adenostyles leucophylla","Luca Pegoraro FR-629",NA,"X",NA,NA,NA,NA,"18.57","7","Sexual",NA,NA,NA,NA,NA
"44","3","0","124.44.3.0","Adenostyles","leucophylla",NA,NA,"Adenostyles leucophylla","Luca Pegoraro FR-631",NA,"X",NA,NA,NA,NA,"18.37","6","Sexual",NA,NA,NA,NA,NA
"26","1","0","124.26.1.0","Ambrosia","artemisiifolia",NA,"3","Ambrosia artemisiifolia","IT-83",NA,"X",NA,"X","X","X","2.57","8",NA,"2.51","0.02","2.95","2.54",NA
"26","1","0","124.26.1.0","Ambrosia","artemisiifolia",NA,NA,"Ambrosia artemisiifolia","MC Florida I-2018",NA,"X",NA,"X","X","X","2.67",NA,NA,"2.67","0.11","2.40","1.91",NA
"26","2","0","124.26.2.0","Ambrosia","psilostachya",NA,NA,"Ambrosia psilostachya",NA,"GARD (6-9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","1","0","124.14.1.0","Anaphalis","margaritacea",NA,"4","Anaphalis margaritacea","RBGK 1979-4967",NA,"X",NA,"X","X",NA,"3.59",NA,NA,"3.59","0.02","2.98","2.55",NA
"98","1","0","124.98.1.0","Andryala","integrifolia",NA,NA,"Andryala integrifolia","ALPS-70",NA,NA,NA,NA,NA,NA,"3.93",NA,NA,NA,NA,NA,NA,NA
"98","1","0","124.98.1.0","Andryala","integrifolia",NA,"5","Andryala integrifolia","Oriane Hidalgo 287 (Catalunya), check if it is Hostalets? yes it is",NA,"X","X","X","X","X","3.38",NA,"Sexual","3.38","0.01","2.94","2.78",NA
"12","2","0","124.12.2.0","Antennaria","carpatica",NA,NA,"Antennaria carpatica","ALPS-293",NA,"X","X",NA,NA,"X","17.02",NA,NA,NA,NA,NA,NA,NA
"12","2","0","124.12.2.0","Antennaria","carpatica",NA,"6","Antennaria carpatica","FR-466",NA,"X","X","X","X","X","17.51","16","Sexual",NA,NA,NA,NA,NA
"12","2","0","124.12.2.0","Antennaria","carpatica",NA,NA,"Antennaria carpatica","FR-557, Galibier",NA,"X",NA,NA,NA,NA,"17.06","10",NA,NA,NA,NA,NA,NA
"12","2","0","124.12.2.0","Antennaria","carpatica",NA,NA,"Antennaria carpatica","FR-658",NA,"X",NA,NA,NA,NA,"17.42","5",NA,NA,NA,NA,NA,NA
"12","2","0","124.12.2.0","Antennaria","carpatica",NA,NA,"Antennaria carpatica","Luca Pegoraro A-66",NA,"X","X",NA,NA,NA,"17.57","5",NA,NA,NA,NA,NA,NA
"12","2","0","124.12.2.0","Antennaria","carpatica",NA,NA,"Antennaria carpatica","Rolland Douzet 07-07-2017 (Galibier)",NA,"X","X","X","X","X","17.40",NA,"Sexual","17.40","0.14","3.14","1.94",NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-104",NA,"X","X",NA,NA,"X","7.38",NA,NA,NA,NA,NA,NA,NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-173",NA,"X",NA,NA,NA,NA,"7.43",NA,NA,NA,NA,NA,NA,NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-243",NA,"X","X",NA,NA,"X","7.34",NA,NA,NA,NA,NA,NA,NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-248",NA,"X","X",NA,NA,"X","7.25",NA,NA,NA,NA,NA,NA,NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-266",NA,"X","X",NA,NA,"X","7.34",NA,NA,NA,NA,NA,NA,NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-298",NA,"X","X",NA,NA,NA,"7.34",NA,NA,NA,NA,NA,NA,NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-307",NA,"X","X",NA,NA,"X","7.34",NA,NA,NA,NA,NA,NA,NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-315",NA,"X","X",NA,NA,"X","7.51",NA,NA,NA,NA,NA,NA,NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-324",NA,"X","X",NA,NA,NA,"7.34",NA,NA,NA,NA,NA,NA,NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-45a",NA,"X","X",NA,NA,"X","7.39",NA,NA,"7.39","0.01","2.18","1.92",NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-84",NA,"X","X",NA,NA,"X","7.42",NA,NA,NA,NA,NA,NA,NA
"12","1","0","124.12.1.0","Antennaria","dioica",NA,NA,"Antennaria dioica","ALPS-93",NA,"X",NA,NA,NA,NA,"7.38",NA,NA,NA,NA,NA,NA,NA
