Collector ID,ID,Species,Leaf,Seeds,Cap,Photo,Herb,Date,Lat N,Long E,Altitude,Notes,Ø cap,h cap,Ø inv,h inv,Ø stem,Ø syn,h syn,Ø stem syn,Cap/Stem
LP242,FR225,Centaurea jacea jacea,X,X,,,X,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP243,FR226,Achillea millefolium ,X,,,,,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP244,FR227,Cirsium arvense ,X,,,,,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP245,FR228,Picris hieracioides hieracioides,X,X,,,X,27/07/2016,44.27839,6.4237,1421,Subspecies not certain. Check determination note,,,,,,,,,
LP246,FR230,Hieracium murorum ,X,X,,,X,27/07/2016,44.27839,6.4237,1421,Could all the plants I have be subsp oblungum maybe? ,,,,,,,,,
LP247,FR231,Hieracium tomentosum ,X,X,,,X,27/07/2016,44.27839,6.4237,1421,Bad herbarium speciment; could be H. anryaloides or H. tomentosum,,,,,,,,,
LP248,FR232,Indeterminable sp ,X,,,,X,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP249,FR233,Carlina vulgaris ,X,X,,,X,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP250,FR234,Scorzoneroides pyrenaica ,X,,,,,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP251,FR235,Arctium “big” ,,,,,,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP252,FR235b,Arctium sp ,X,,,,,27/07/2016,44.27839,6.4237,1421,,,,,,,,,,
LP253,FR236,Achillea millefolium ,X,,,,X,28/07/2016,44.31782,6.44161,1881,,,,,,,,,,
LP254,FR237,Tragopogon pratensis ,X,,,,,28/07/2016,44.31782,6.44161,1881,,,,,,,,,,
LP255,FR238,Solidago virgaurea ,X,X,,,,28/07/2016,44.31782,6.44161,1881,,,,,,,,,,
LP256,FR239,Senecio doronicum ,X,X,,,,28/07/2016,44.31782,6.44161,1881,,,,,,,,,,
LP257,FR240,Tolpis staticifolia ,X,X,,,X,28/07/2016,44.31782,6.44161,1881,,,,,,,,,,
LP258,FR241,Arnica montana ,X,X,,,X,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP259,FR242,Centaurea uniflora ,X,X,,,X,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP260,FR243,Antennaria dioica ,X,X,,,X,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP261,FR244,Hieracium murorum ,X,X,,,X,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP262,FR245,Cirsium eriophorum ,X,,,,,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP263,FR246,Hieracium villosum ,X,X,,,X,28/07/2016,44.31535,6.44221,1961,Contains two uncertain specimens. Check determination note,,,,,,,,,
LP264,FR247,Hieracium villosum ,X,X,,,X,28/07/2016,44.31535,6.44221,1961,"Plants are quite small, but determination should be correct. See determination note",,,,,,,,,
LP265,FR248,Antennaria dioica ,X,X,,,X,28/07/2016,44.31535,6.44221,1961,Check determination note,,,,,,,,,
LP266,FR249,Cirsium acaule ,X,X,,,,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP267,FR250,Leucanthemum adusttum adustum,X,X,,,X,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP268,FR251,Solidago virgaurea alpestris,X,X,,,X,28/07/2016,44.31535,6.44221,1961,Check determination note,,,,,,,,,
LP269,FR252,Berardia lanuginosa ,X,X,,,X,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP270,FR253,Achillea millefolium ,X,X,,,,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP271,FR254,Carduus defloratus carlinifolius,X,,,,X,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP272,FR255,Erigeron acer ,,,,,,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP273,FR256,Erigeron alpinus ,X,X,,,X,28/07/2016,44.31535,6.44221,1961,Uncertain determination; see determination note,,,,,,,,,
LP274,FR257,Erigeron uniflorus ,,,,,X,28/07/2016,44.31535,6.44221,1961,Indeterminable,,,,,,,,,
LP275,FR258,Arnica montana ,X,X,,,,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP276,FR259,Senecio doronicum doronicum,X,X,,,X,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP277,FR260,Aster alpinus ,X,,,,X,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP278,FR261,Carlina acaulis caulescens,X,,,,X,28/07/2016,44.31535,6.44221,1961,,,,,,,,,,
LP279,FR262,Hieracium piliferum ,X,X,,,,28/07/2016,44.31346,6.44843,2127,,,,,,,,,,
LP280,FR263,Aster alpinus ,X,X,,,,28/07/2016,44.31346,6.44843,2127,,,,,,,,,,
LP281,FR264,Hieracium tomentosum ,X,,,,,28/07/2016,44.31346,6.44843,2127,,,,,,,,,,
LP282,FR265,Erigeron alpinus ,X,,,,,28/07/2016,44.31346,6.44843,2127,,,,,,,,,,
LP283,FR266,Antennaria dioica ,X,X,,,X,28/07/2016,44.31346,6.44843,2127,,,,,,,,,,
LP284,FR267,Leucanthemum adusttum adustum,X,,,,X,28/07/2016,44.31346,6.44843,2127,,,,,,,,,,
LP285,FR268,Leucanthemum coronopifolium coronopifolium,X,,,,X,28/07/2016,44.31346,6.44843,2127,Uncertain determination; see determination note,,,,,,,,,
LP286,FR269,Leucanthemum coronopifolium coronopifolium,X,X,,,X,28/07/2016,44.31346,6.44843,2127,,,,,,,,,,
LP287,FR270,Solidago virgaurea ,X,,,,X,28/07/2016,44.31346,6.44843,2127,,,,,,,,,,
LP288,FR271,Hieracium pilosella ,X,X,,,,28/07/2016,44.31346,6.44843,2127,,,,,,,,,,
LP289,FR272,Artemisia umbelliforms ,X,,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP290,FR273,Centaurea uniflora ,,,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP291,FR274,Carduus defloratus carlinifolius,X,,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP292,FR275,Senecio doronicum ,,,,,,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP293,FR278,Centaures uniflora ,X,X,,,,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP294,FR279,Berardia subacaulis ,X,,,,,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP295,FR280,Adenostyles alpina ,X,X,,,X,28/07/2016,44.31586,6.4565,2378,Only one damaged leaf; silhouette distinctive though,,,,,,,,,
LP296,FR281,Doronicum grandiflorum ,X,X,,,X,28/07/2016,44.31586,6.4565,2378,Check determination note,,,,,,,,,
LP297,FR282,Cirsium spinosissimum ,X,X,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP298,FR283,Leontopodium alpinum ,,,,,,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP299,FR284,Aster alpinus ,X,X,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP300,FR285,Solidago virgaurea alpestris,X,X,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP301,FR286,Erigeron atticus ,X,X,,,X,28/07/2016,44.31586,6.4565,2378,Check determination note,,,,,,,,,
LP302,FR287,Erigeron alpinus ,X,X,,,X,28/07/2016,44.31586,6.4565,2378,Uncertain determination; see determination note,,,,,,,,,
LP303,FR288,Aster alpinus ,X,X,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP304,FR289,Erigeron alpinus ,X,,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP305,FR290,Adenostyles leucophylla ,X,X,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP306,FR291,Achillea millefolium ,X,,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP307,FR292,Pilosella lactucella ,X,X,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP308,FR293,Antennaria carpatica ,X,X,,,X,28/07/2016,44.31586,6.4565,2378,Check determination note,,,,,,,,,
LP309,FR294,Leucanthemum adusttum cuneifolium,X,,,,X,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP310,FR295,Leucanthemum adustum adustum,X,,,,X,28/07/2016,44.31586,6.4565,2378,Subspecies not certain. Check determination note,,,,,,,,,
LP311,FR296,Leucanthemum atratum ,,,,,,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP312,FR297,Scorzoneroides pyrenaica ,X,X,,,,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP313,FR298,Antennaria dioica ,X,X,,,,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP314,FR299,Hieracium piliferum ,X,X,,,,28/07/2016,44.31586,6.4565,2378,,,,,,,,,,
LP315,FR300,Tanacetum corymbosum ,X,X,,,,,,,,,,,,,,,,,
LP316,FR301,Jacobaea incana incana,X,X,,,X,29/07/2016,44.407917,6.385497,2505,,,,,,,,,,
LP317,FR302,Erigeron alpinus ,X,X,,,,29/07/2016,44.407917,6.385497,2505,,,,,,,,,,
LP318,FR303,Senecio doronicum ,,,,,,29/07/2016,44.407917,6.385497,2505,,,,,,,,,,
LP319,FR304,Aster alpinus ,X,X,,,X,29/07/2016,44.407917,6.385497,2505,,,,,,,,,,
LP320,FR305,Achillea millefolium ,X,X,,,,29/07/2016,44.407917,6.385497,2505,,,,,,,,,,
LP321,FR306,Solidago virgaurea alpestris,X,X,,,X,29/07/2016,44.407917,6.385497,2505,,,,,,,,,,
LP322,FR307,Antennaria dioica ,X,X,,,X,29/07/2016,44.407917,6.385497,2505,Both male and female individuals in voucher,,,,,,,,,
LP323,FR308,Centaurea uniflora ,X,X,,,,29/07/2016,44.407917,6.385497,2505,,,,,,,,,,
LP324,FR309,Adenostyles leucophylla ,X,X,,,X,29/07/2016,44.407917,6.385497,2505,,,,,,,,,,
LP325,FR310,Leucanthemopsis alpina ,X,X,,,X,29/07/2016,44.407917,6.385497,2505,Check determination note,,,,,,,,,
LP326,FR311a,Leontodon hispidus ,X,X,,,X,29/07/2016,44.407917,6.385497,2505,Check determination note,,,,,,,,,
LP327,FR311b,Pilosella lactucella ,X,X,,,X,29/07/2016,44.407917,6.385497,2505,Check determination note,,,,,,,,,
LP328,FR312,Pilosela peleteriana ,X,,,,X,29/07/2016,44.407917,6.385497,2505,Determination uncertain. Check determination note,,,,,,,,,
LP329,FR315,Antennaria dioica ,X,X,,,X,29/07/2016,44.26084,6.20877,1890,,,,,,,,,,
LP330,FR316,Tragopogon pratensis ,,X,,,,29/07/2016,44.26084,6.20877,1890,,,,,,,,,,
LP331,FR317,Leontopodium nivale alpinum,X,X,,,X,29/07/2016,44.26084,6.20877,1890,,,,,,,,,,
LP332,FR318,Erigeron alpinus ,X,X,,,,29/07/2016,44.26084,6.20877,1890,,,,,,,,,,
LP333,FR319,Carlina acaulis caulescens,X,,,,X,29/07/2016,44.26084,6.20877,1890,,,,,,,,,,
LP334,FR320,Cirsium acaule ,X,,,,,29/07/2016,44.26084,6.20877,1890,,,,,,,,,,
LP335,FR321,Aster alpinus ,,X,,,,29/07/2016,44.26084,6.20877,1890,,,,,,,,,,
LP336,FR322a,Hieracium piliferum ,X,X,,,,29/07/2016,44.26084,6.20877,1890,,,,,,,,,,
LP337,FR322b,Leucanthemum adustum ,X,X,,,,29/07/2016,44.26084,6.20877,1890,,,,,,,,,,
LP338,FR323,Achillea millefolium ,X,X,,,X,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP339,FR324,Antennaria dioica ,X,X,,,,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP340,FR325,Aster alpinus ,X,X,,,X,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP341,FR326,Tragopogon pratensis ,X,X,,,,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP342,FR327,Leontopodium   ,X,,,,,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP343,FR328,Hieracium glaucopsis ,X,X,,,X,29/07/2016,44.26081,6.20881,1888,"syn H. dentatum; difficult determination, somewhat uncertain. Check determination note",,,,,,,,,
LP344,FR329,Arnica montana ,X,X,,,X,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP345,FR330,Leucanthemum adusttum adustum,X,X,,,X,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP346,FR331,Centaurea uniflora ,X,,,,,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP347,FR332,Cirsium acaule ,X,,,,,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP348,FR333,Hypochaeris maculata ,X,X,,,X,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP349,FR334,Viscum album ,X,,,,,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP350,FR335,Carlina acaulis caulescens,X,,,,X,29/07/2016,44.26081,6.20881,1888,,,,,,,,,,
LP351,FR336,Leucanthemum adusttum cuneifolium,X,X,,,X,29/07/2016,44.27214,6.21177,1651,Uncertain determination; subspecies cuneifolium is not actually recognized,,,,,,,,,
LP352,FR337,Centaurea scabiosa ,X,X,,,,29/07/2016,44.27214,6.21177,1651,,,,,,,,,,
LP353,FR338,Centaurea jacea ,X,X,,,,29/07/2016,44.27214,6.21177,1651,,,,,,,,,,
LP354,FR339,Hieracium murorum ,X,,,,X,29/07/2016,44.27214,6.21177,1651,"Very advanced in dispersal, no akenes left. H. murorum is only best guess",,,,,,,,,
LP355,FR340,Scorzoneroides pyrenaica ,X,X,,,,29/07/2016,44.27214,6.21177,1651,,,,,,,,,,
LP356,FR341,Solidago virgaurea ,X,X,,,,29/07/2016,44.27214,6.21177,1651,,,,,,,,,,
LP357,FR342,Tolpis staticifolia ,X,X,,,X,29/07/2016,44.27214,6.21177,1651,,,,,,,,,,
LP358,FR344a,Adenostyles alliariae ,X,X,,,X,29/07/2016,44.27214,6.21177,1651,,,,,,,,,,
LP359,FR344b,Erigeron acris angulosus,X,,,,X,29/07/2016,44.27214,6.21177,1651,Subspecies not certain. Check determination note,,,,,,,,,
LP360,FR345,Catananche caerulea ,X,,,,,29/07/2016,44.027257,6.22486,1358,,,,,,,,,,
LP361,FR346,Centaurea leucophaea ,X,X,,,,29/07/2016,44.027257,6.22486,1358,,,,,,,,,,
LP362,FR347,Solidago virgaurea ,X,X,,,,29/07/2016,44.027257,6.22486,1358,,,,,,,,,,
LP363,FR349,Jacobaea erucifolia ,,,,,,29/07/2016,44.027257,6.22486,1358,,,,,,,,,,
LP364,FR350,Eupatorium cannabinum ,X,,,,,29/07/2016,44.027257,6.22486,1358,,,,,,,,,,
LP365,FR351,Cirsium monspessulanum ,X,X,,,X,29/07/2016,44.027257,6.22486,1358,Seeds from frozen,,,,,,,,,
LP366,FR352,Erigeron acer ,X,X,,,,29/07/2016,44.027257,6.22486,1358,,,,,,,,,,
LP367,FR353,Artemisia absinthium ,X,,,,,29/07/2016,44.027257,6.22486,1358,,,,,,,,,,
LP368,FR354,Arctium “small” ,X,,,,,29/07/2016,44.027257,6.22486,1358,,,,,,,,,,
LP369,FR355,Echinops sphaerocephalus ,X,,,,,29/07/2016,44.027257,6.22486,1358,,,,,,,,,,
LP370,FRR1,Carlina acaulis caulescens,X,,,,X,,,,,All French plants are ssp caulescens; on herbarium sheet ID is 175. ,,,,,,,,,
LP371,FRR10,Leontodon hispidus ,X,X,,,X,,,,,"In voucher 119 but not Scorzoneroides; determination uncertain, check determination note",,,,,,,,,
LP372,FRR11,Leontodon hispidus ,X,X,,,X,,,,,ID on sheet 139… Check determination note also. ,,,,,,,,,
LP373,FRR2,Carlina acaulis caulescens,X,X,,,X,,,,,All French plants are ssp caulescens,,,,,,,,,
LP374,FRR3,Carduus defloratus carlinifolius,X,X,,,X,,,,,,,,,,,,,,
LP375,FRR4,Centaurea scabiosa alpestris,X,,,,X,,,,,,,,,,,,,,
LP376,FRR6,Hieracium murorum s.s.,X,X,,,X,,,,,"Can be either 219 or 229, and they have the exact same GS ratio. Much bigger tha the other vouchers, could be H. murorum s.s.",,,,,,,,,
LP377,FRR7,Hieracium rionii ,X,X,,,X,,,,,Uncertain determination; see determination note,,,,,,,,,
LP378,FRR8,Hieracium villosum ,X,X,,,X,,,,,,,,,,,,,,
LP379,FRR9,Leontodon hirtus ,X,X,,,X,,,,,"In voucher 119 but not Scorzoneroides; determination uncertain, check determination note",,,,,,,,,
LP380,FR356,Senecio doronicum early,,X,,,,,44.33665,6.28209,1938,Another individual in bloom @ 44.336640 N 6.28626 E (1915 m),,,,,,,,,
LP381,FR357,Senecio doronicum late,,,,,,,44.33665,6.28209,1938,,,,,,,,,,
LP382,FR358,Senecio doronicum early,,X,x,,,,44.33462,6.29482,1981,,37.72,19.45,9.82,10.48,,,,,1
LP383,FR359,Senecio doronicum late,,,,,,,44.33462,6.29482,1981,,,,,,,,,,
LP384,FR360,Senecio doronicum early,,X,,,,,44.3405,6.29449,1820,,,,,,,,,,
LP385,FR361,Senecio doronicum late ?,,,,,,,44.3405,6.29449,1820,,,,,,,,,,
LP386,FR362,Senecio doronicum early,,X,,,,,44.40339,6.37521,1952,,,,,,,,,,
LP387,FR363,Senecio doronicum late,,,,,,,44.40339,6.37521,1952,,,,,,,,,,
LP388,FR364,Senecio doronicum early,,X,,,,,44.39758,6.38375,2126,,,,,,,,,,
LP389,FR365,Senecio doronicum late,,,,,,,44.39758,6.38375,2126,,,,,,,,,,
LP390,FR366,Berardia lanuginosa,,,x,,,,44.40563,6.38222,2340,,,,,,,,,,
LP391,FR367,Leucanthemopsis alpina,,,x,,,,44.40609,6.38279,2362,,25.94,16.75,9.01,6.83,,,,,1
LP392,FR368,Saxifraga sp,,,,,,,44.40609,6.38279,2362,,,,,,,,,,
LP393,FR369,Saxifraga sp,,,,,,,44.40609,6.38279,2362,,,,,,,,,,
LP394,FR370,Hieracium pilosum ?,,,x,,,,44.40939,6.38183,2386,,42.37,23.06,16.86,11.68,,,,,1
LP395,FR371,Hieracium rionii,,,x,,,,44.40911,6.38253,2378,,26.91,16.61,7.15,6.48,,65.85 (50.61),94.37 (35.69),,5 (3)
LP396,FR372,Homogyne alpina,,,x,,,,44.40911,6.38253,2378,,15.99,17.26,5.62,11.14,,,,,1
LP397,FR373,Saxifraga sp,,,,,,,44.40911,6.38253,2378,,,,,,,,,,
LP398,FR374,Antennaria dioica,,,,,,,44.40943,6.38709,2498,,,,,,,,,,
LP399,FR375,Erigeron sp #1,,,x,,,,44.40943,6.38709,2498,,19.57,16.15,19.57,11.91,,,,,1
LP400,FR376,Erigeron sp #2,,,x,,,,44.40943,6.38709,2498,,11.04,14.04,11.04,9.7,,,,,1
LP401,FR377,Erigeron sp #3,,,x,,,,44.40943,6.38709,2498,,8.39,11.2,8.39,6.19,,,,,1
LP402,FR378,Erigeron sp #4,,,x,,,,44.40943,6.38709,2498,,10.78,9.1,10.78,7.11,,,,,1
LP403,FR379,Senecio doronicum early,,X,,,,,44.40943,6.38709,2498,,,,,,,,,,
LP404,FR380,Senecio doronicum late,,,,,,,44.40943,6.38709,2498,,,,,,,,,,
LP405,FR381,Hieracium villosum,,,,,,,44.40652,6.38208,2343,,,,,,,,,,
LP406,FR382,Aster alpinus,,,,,,,44.40182,6.3838,2206,,,,,,,,,,
LP407,FR383,Tussilago farfara,,,,,,,44.40182,6.3838,2206,,,,,,,,,,
LP408,FR384,Cyanus segetum,,,x,,,,44.38071,6.32661,1096,,29.36,26.89,6.37,9.71,,120 (80),380 (130),,13 (3)
LP409,FR385,Hieracium murorum sl “Hairy”,,,x,,,,44.33147,6.29244,1991,,40 (36.22),22.15 (22.15),8.63 (9.57),11.61 (9.50),,47.38,114.25,,6
LP410,FR386,Senecio doronicum early,,X,,,,,44.332,6.29235,1988,,,,,,,,,,
LP411,FR387,Senecio doronicum late,,,,,,,44.332,6.29235,1988,,,,,,,,,,
LP412,FR388,Pilosella cymosa,,X,x,,,,44.332,6.29235,1988,,8.78,8.78,4.98,4.05,,36.44,33.66,,36
LP413,FR389,Centaurea uniflora,,,x,,,,44.332,6.29235,1988,,58.24,32.24,16.07,16.53,,,,,1
LP414,FR390,Arnica montana,,X,x,,,,44.332,6.29235,1988,,52.13,33.1,14.82,13.19,,155,94.54,,3
LP415,FR391,Aster alpinus,,,x,,,,44.3387,6.29283,1968,,38.03,19.27,18.73,8.12,,,,,1
LP416,FR392,Hypochaeris maculata,,,x,,,,44.3387,6.29283,1968,,bad capitulum; blossoms from same synfloerescence in tube,,,,,110,310,,3
LP417,FR393,Carduus defloratus carlinifolius,,,x,,,,44.34212,6.29506,1796,,26.56,27.38,21.04,15.56,,130 (50),340 (140),,8 (3)
LP418,FR394,Carduus nutans alpicola,,,x,,,,44.34194,6.29082,1727,"Subsp alpicola is extremely similar to subsp leiophyllus, possibly the same",60.84 (52.02),42.82,60.84,28.91,,370 (220),850 (150),,32 (3)
LP419,FR395,Senecio ovatus,,,x,,,,44.32827,6.31656,1553,,21.81,16.55,6.64 (2.63),5.92 (8.09),,113.64 (64.72),160 (58.02),,149 (26)
LP420,FR396,Jacobaea vulgaris,,,x,,,,44.32618,6.31045,1675,,28.11,9.82,5.61,4.2,,133 (65),267 (69.95),,94 (12)
LP421,FR397,Hypochaeris maculata,,X,,,,,44.3291,6.30592,1694,,,,,,,,,,
LP422,FR398,Centaurea jacea jacea,,,x,,,,44.3291,6.30592,1694,,48.43,25.88,12.29,12.08,,79.5,109.3,,3
LP423,FR399,Centaurea scabiosa scabiosa,,,x,,,,44.32396,6.31742,1627,,62.47,42.25,25.22,21.45,,110,202,,3
LP424,FR400,Tripleurospermum inodorum,,X,x,,,,44.56739,6.10231,757,,25.98,10.05,10.28,3.05,,207,230,,21
LP425,FR401,Onipordum acanthium,,X,,,,,44.42402,6.25908,809,,,,,,,,,,
LP426,FR402,Taraxacum sp,,X,,,,,44.30992,6.38858,1608,,,,,,,,,,
LP427,FR403,Leontodon sp,X,X,,,,,44.30992,6.38858,1608,,,,,,,,,,
LP428,FR404,Carlina acaulis,X,,X,X,X,,44.30992,6.38858,1608,,49.8,46.6,94 (46.60),52 (46.6),,,,,1
LP429,FR405,Achillea,X,,X,X,X,,44.31742,6.38509,1613,,5.44,5.05,2.3,2.97,,154 (44),48 (24),,223 (91)
LP430,FR406,Arctium,X,,,,X,,44.31742,6.38509,1613,,,,,,,,,,
LP431,FR407,Saxifraga,,,,,,,44.31993,6.42753,1516,,,,,,,,,,
LP432,FR408,Saxifraga,,,,,,,44.31993,6.42753,1516,,,,,,,,,,
LP433,FR409,Hieracium sect. Glauca,X,,X,X,X,,44.31993,6.42753,1516,,29.64,16.24,16.88,9.84,,51,82,,2
LP434,FR410,Picris,X,,X,X,X,,44.31993,6.42753,1516,,29.32,14.1,14.36,10.02,,83 (54),220 (95),,8 (2)
LP435,FR411,Senecio doronicum,X,,,,,,,,,,,,,,,,,,
LP436,FR412,Cyanus montanus,X,X,X,X,X,,44.31877,6.3553,1752,,37.34,33.3,11.79,13.44,,,,,1
LP437,FR413,Leucanthemum adustum,X,,X,X,X,,44.31485,6.43758,1795,,70.71,19.17,22.72,6.65,,,,,1
LP438,FR414,Hieracium villosum,X,,,,X,,44.31485,6.43758,1795,,,,,,,,,,
LP439,FR415,Bellidastrum michelii,X,X,,,X,,44.31443,6.43696,1811,,,,,,,,,,
LP440,FR416,Arnica montana,X,,,,,,44.3128,6.43604,1852,,,,,,,,,,
LP441,FR417,Senecio doronicum,X,X,,,,,44.31216,6.43589,1850,,,,,,,,,,
LP442,FR418,Carduus defloratus,X,X,,,,,44.31216,6.43589,1850,,,,,,,,,,
LP443,FR419,Hypochaeris maculata,X,X,,,,,44.31216,6.43589,1850,,,,,,,,,,
LP444,FR420,Aster alpinus,,X,,,,,44.31216,6.43589,1850,,,,,,,,,,
LP445,FR421,Centaurea scabiosa,,X,,,,,44.31216,6.43589,1850,,,,,,,,,,
LP446,FR422,Leucanthemum adustum,,X,,,,,44.31216,6.43589,1850,,,,,,,,,,
LP447,FR423,Cirsium arvense,,X,,,,,44.31742,6.38509,1613,,,,,,,,,,
LP448,FR424,Leucanthemum adustum,X,,X,X,X,,44.31974,6.43204,1514,,59.48,22.89,20.84,8.32,,,,,1
LP449,FR425,Leucanthemum virgatum,X,,X,X,X,,44.31974,6.43204,1514,,13.15,8.95,13.15,5.73,,,,,1
LP450,FR426,Inula salicina,X,,X,X,X,,44.31974,6.43204,1514,,40.57,21.12,19.62,6.99,,,,,1
LP451,FR427,Hieracium humile,X,X,X,X,X,,44.31974,6.43204,1514,,40.88,21.27,17.37,12.05,,115 (55),145 (120),,5 (2)
LP452,FR428,Lactuca serriola,X,,?,X,X,,44.31974,6.43204,1514,,12.63,14.02,3.50 (1.30),9.13,,250 (95),350 (45),,268 (52)
LP453,FR429,Tanacetum corymbosum,X,,X,X,X,,44.31974,6.43204,1514,,29.55,14.26,9.48,4.92,,125 (70),251 (87),,12 (3)
LP454,FR430,Tolpis staticifolia,X,,X,X,X,,44.31974,6.43204,1514,,37.67,20.89,7.63,5.79,,75.3,147.3,,2
LP455,FR431,Tragopogon pratensis,X,,X,X,X,,44.27853,6.42408,1418,JP1; higher measures of involucrum with extended bracts,44.37,10.64,39.49 (8.54),22.25 (5.44),,,,,1
LP456,FR432,Crepis vesicaria taraxacifolia,X,,X,X,X,,44.27833,6.42638,1500,JP2; capitula in groups of 3,29.49,17.73,7.82,9.1,,72.75,62.68,,17
LP457,FR433,Crepis pygmaea,X,,X,X,X,,44.28397,6.43458,1710,JP103; bract height from tip to bottom,16.1,17.37,8.07,11.32 (7.22),,,,,1
LP458,FR434,Hieracium sp,X,,X,X,X,,44.28397,6.43458,1710,JP104,31.95,13.38,6.3,10.47 (4.81),,57.88,90.07,,4
LP459,FR435,Senecio doronicum,X,X,,,,,44.28397,6.43458,1710,JP105,,,,,,,,,
LP460,FR436,Arnica montana,,X,,,,,44.28397,6.43458,1710,JP106,,,,,,,,,
LP461,FR437,Adenostyles alpina,,X,,,,,44.28397,6.43458,1710,JP107,,,,,,,,,
LP462,FR438,Hypochaeris maculata,X,X,,,,,44.28397,6.43458,1710,JP108,,,,,,,,,
LP463,FR439,Erigeron sp,X,,X,X,X,,44.28983,6.43567,2070,JP109,17.62,9.77,8.47,6.4,,,,,1
LP464,FR440,Achillea odorata,X,,X,X,X,,44.28983,6.43567,2070,JP110,4.15,4.68,2.69,3.79,,47.81,36.85,,175
LP465,FR441,Erigeron sp,X,,X,X,X,,44.28983,6.43567,2070,JP111,13.85,8.08,6.39,5.67,,,,,1
LP466,FR442,Erigeron sp,X,,X,X,X,,44.28983,6.43567,2070,JP112,11.34,7.6,6.72,5.62,,,,,1
LP467,FR443,Erigeron sp,X,,X,X,X,,44.28983,6.43567,2070,JP113,14.32,8.69,5.93,5.69,,,,,1
LP468,FR444,Leucanthemum coronopifolium,X,,X,X,X,,44.28983,6.43567,2070,JP114,26.47,6.39,8.8,6.17,,,,,1
LP469,FR445,Leontopodium nivale,?,,X,X,X,,44.28983,6.43567,2070,JP115,,,,,,,,,
LP470,FR446,Tanacetum vulgare,X,X,X,X,X,,44.37244,6.31362,997,Seeds collected on 30 July 2017,11..7,8.5,7.67,4.85,,113.7 (74.58),275 (53.6),,98 (31)
LP471,FR447,Pilosella officinarum,X,X,,,,,44.37244,6.31362,997,,,,,,,,,,
LP472,FR448,Adenostyles alliarieae,X,,X,X,X,,44.34146,6.294136,1672,,10.62,17.07,2.49,7.3,,136,107,,140
LP473,FR449,Cirsium monspessulanum,X,X,X,X,X,,44.67046,6.23971,1052,,27.27,26.29,8.78,14.14,,59,61.52,,13
